dn_id,dn_name,primary_cluster,specialization,n_clusters_targeted,total_connectivity,n_in_targets,cluster_1,cluster_3,cluster_4,cluster_5,cluster_2
720575941540215501,DNp01,2,power_control,1,10,1,,,,,10.0
720575941514530892,DNp48,2,power_control,1,10,1,,,,,10.0
720575941655820244,DNg21,3,steering_control,1,10,1,,10.0,,,
720575941538218216,DNg08,5,steering_control,1,10,1,,,,10.0,
720575941528849848,DNg08,4,steering_control,1,10,1,,,10.0,,
720575941595517735,DNg75,4,steering_control,1,10,1,,,10.0,,
720575941430630392,DNxn117,4,steering_control,1,10,1,,,10.0,,
720575941569348858,DNxl112,3,steering_control,1,10,1,,10.0,,,
720575941470254400,DNa08,2,power_control,1,10,1,,,,,10.0
720575941590435070,DNpe010,2,power_control,1,10,1,,,,,10.0
720575941474677825,DNg89,4,steering_control,1,10,1,,,10.0,,
720575941602974649,DNpe054,1,steering_control,1,10,1,10.0,,,,
720575941574671517,DNpe011,1,steering_control,1,10,1,10.0,,,,
720575941454969395,DNg56,1,steering_control,1,10,1,10.0,,,,
720575941481122690,DNg08,4,steering_control,1,10,1,,,10.0,,
720575941545273861,DNut042,5,steering_control,1,10,1,,,,10.0,
720575941564410112,DNg05,1,steering_control,1,10,1,10.0,,,,
720575941487659984,DNut058,1,steering_control,1,10,1,10.0,,,,
720575941441643867,DNg02,4,steering_control,1,10,1,,,10.0,,
720575941495918665,DNg106,4,steering_control,1,10,1,,,10.0,,
720575941552017663,DNxl100,4,steering_control,1,10,1,,,10.0,,
720575941431184559,DNxn179,4,steering_control,1,10,1,,,10.0,,
720575941477201002,DNg07,5,steering_control,1,10,1,,,,10.0,
