dn_id,dn_name,in_id,mn_id,muscle,muscle_type,dn_in_synapses,in_mn_synapses,pathway_strength
720575941440280767,DNa15,720575941601153270,720575941542412805,b3,steering,25,13,325
720575941440280767,DNa15,720575941601153270,720575941542412805,b3,steering,25,22,550
720575941440280767,DNa15,720575941601153270,720575941547315060,i1,steering,25,11,275
720575941440280767,DNa15,720575941601153270,720575941547315060,i1,steering,25,16,400
720575941440280767,DNa15,720575941608310346,720575941474574132,b3,steering,35,14,490
720575941440280767,DNa15,720575941608310346,720575941474574132,b3,steering,35,10,350
720575941440280767,DNa15,720575941608310346,720575941580669817,hg1,steering,35,12,420
720575941440280767,DNa15,720575941608991050,720575941521196211,b1,steering,66,31,2046
720575941440280767,DNa15,720575941608991050,720575941624155644,b2,steering,66,29,1914
720575941440280767,DNa15,720575941608991050,720575941521196211,b1,steering,22,31,682
720575941440280767,DNa15,720575941608991050,720575941624155644,b2,steering,22,29,638
720575941440280767,DNa15,720575941613256211,720575941468897856,i1,steering,18,18,324
720575941440280767,DNa15,720575941613256211,720575941513173763,hg4,steering,18,14,252
720575941440280767,DNa15,720575941613256211,720575941580669817,hg1,steering,18,20,360
720575941440280767,DNa15,720575941659696184,720575941542412805,b3,steering,19,23,437
720575941440280767,DNa15,720575941659696184,720575941542412805,b3,steering,19,33,627
720575941440280767,DNa15,720575941659696184,720575941547315060,i1,steering,19,12,228
720575941440280767,DNa15,720575941659696184,720575941547315060,i1,steering,19,23,437
720575941440280767,DNa15,720575941659696184,720575941542412805,b3,steering,11,23,253
720575941440280767,DNa15,720575941659696184,720575941542412805,b3,steering,11,33,363
720575941440280767,DNa15,720575941659696184,720575941547315060,i1,steering,11,12,132
720575941440280767,DNa15,720575941659696184,720575941547315060,i1,steering,11,23,253
720575941496011719,DNa16,720575941400818723,720575941513173763,hg4,steering,18,36,648
720575941496011719,DNa16,720575941400818723,720575941513173763,hg4,steering,18,10,180
720575941496011719,DNa16,720575941400818723,720575941513173763,hg4,steering,18,11,198
720575941496011719,DNa16,720575941400818723,720575941580669817,hg1,steering,18,26,468
720575941496011719,DNa16,720575941400818723,720575941513173763,hg4,steering,72,36,2592
720575941496011719,DNa16,720575941400818723,720575941513173763,hg4,steering,72,10,720
720575941496011719,DNa16,720575941400818723,720575941513173763,hg4,steering,72,11,792
720575941496011719,DNa16,720575941400818723,720575941580669817,hg1,steering,72,26,1872
720575941496011719,DNa16,720575941400818723,720575941513173763,hg4,steering,18,36,648
720575941496011719,DNa16,720575941400818723,720575941513173763,hg4,steering,18,10,180
720575941496011719,DNa16,720575941400818723,720575941513173763,hg4,steering,18,11,198
720575941496011719,DNa16,720575941400818723,720575941580669817,hg1,steering,18,26,468
720575941496011719,DNa16,720575941438938175,720575941456201887,hg1,steering,37,11,407
720575941496011719,DNa16,720575941438938175,720575941456201887,hg1,steering,37,16,592
720575941496011719,DNa16,720575941438938175,720575941479658831,hg2,steering,37,15,555
720575941496011719,DNa16,720575941438938175,720575941630940642,hg4,steering,37,19,703
720575941496011719,DNa16,720575941438938175,720575941732789547,hg2,steering,37,12,444
720575941496011719,DNa16,720575941438938175,720575941732789547,hg2,steering,37,18,666
720575941496011719,DNa16,720575941523112439,720575941513173763,hg4,steering,11,27,297
720575941496011719,DNa16,720575941523112439,720575941513173763,hg4,steering,11,11,121
720575941496011719,DNa16,720575941523112439,720575941516770670,iii4,steering,11,14,154
720575941496011719,DNa16,720575941523112439,720575941580669817,hg1,steering,11,29,319
720575941496011719,DNa16,720575941523112439,720575941580669817,hg1,steering,11,17,187
720575941496011719,DNa16,720575941523112439,720575941513173763,hg4,steering,38,27,1026
720575941496011719,DNa16,720575941523112439,720575941513173763,hg4,steering,38,11,418
720575941496011719,DNa16,720575941523112439,720575941516770670,iii4,steering,38,14,532
720575941496011719,DNa16,720575941523112439,720575941580669817,hg1,steering,38,29,1102
720575941496011719,DNa16,720575941523112439,720575941580669817,hg1,steering,38,17,646
720575941496011719,DNa16,720575941550878087,720575941458961604,iii3,steering,113,55,6215
720575941496011719,DNa16,720575941550878087,720575941458961604,iii3,steering,113,11,1243
720575941496011719,DNa16,720575941579868917,720575941630940642,hg4,steering,18,46,828
720575941496011719,DNa16,720575941579868917,720575941630940642,hg4,steering,18,33,594
720575941496011719,DNa16,720575941579868917,720575941630940642,hg4,steering,63,46,2898
720575941496011719,DNa16,720575941579868917,720575941630940642,hg4,steering,63,33,2079
720575941496011719,DNa16,720575941611080010,720575941458961604,iii3,steering,98,13,1274
720575941496011719,DNa16,720575941611080010,720575941565378919,iii3,steering,98,231,22638
720575941496011719,DNa16,720575941611080010,720575941565378919,iii3,steering,98,11,1078
720575941496011719,DNa16,720575941611080010,720575941565378919,iii3,steering,98,46,4508
720575941496011719,DNa16,720575941611080010,720575941458961604,iii3,steering,11,13,143
720575941496011719,DNa16,720575941611080010,720575941565378919,iii3,steering,11,231,2541
720575941496011719,DNa16,720575941611080010,720575941565378919,iii3,steering,11,11,121
720575941496011719,DNa16,720575941611080010,720575941565378919,iii3,steering,11,46,506
720575941496011719,DNa16,720575941611080010,720575941458961604,iii3,steering,10,13,130
720575941496011719,DNa16,720575941611080010,720575941565378919,iii3,steering,10,231,2310
720575941496011719,DNa16,720575941611080010,720575941565378919,iii3,steering,10,11,110
720575941496011719,DNa16,720575941611080010,720575941565378919,iii3,steering,10,46,460
720575941496011719,DNa16,720575941678358973,720575941458961604,iii3,steering,104,32,3328
720575941496011719,DNa16,720575941678358973,720575941458961604,iii3,steering,104,14,1456
720575941638407199,DNa15,720575941394069654,720575941456201887,hg1,steering,33,17,561
720575941638407199,DNa15,720575941394069654,720575941547315060,i1,steering,33,12,396
720575941638407199,DNa15,720575941400818723,720575941513173763,hg4,steering,18,36,648
720575941638407199,DNa15,720575941400818723,720575941513173763,hg4,steering,18,10,180
720575941638407199,DNa15,720575941400818723,720575941513173763,hg4,steering,18,11,198
720575941638407199,DNa15,720575941400818723,720575941580669817,hg1,steering,18,26,468
720575941638407199,DNa15,720575941400818723,720575941513173763,hg4,steering,24,36,864
720575941638407199,DNa15,720575941400818723,720575941513173763,hg4,steering,24,10,240
720575941638407199,DNa15,720575941400818723,720575941513173763,hg4,steering,24,11,264
720575941638407199,DNa15,720575941400818723,720575941580669817,hg1,steering,24,26,624
720575941638407199,DNa15,720575941450876794,720575941542412805,b3,steering,17,16,272
720575941638407199,DNa15,720575941450876794,720575941542412805,b3,steering,17,17,289
720575941638407199,DNa15,720575941450876794,720575941542412805,b3,steering,12,16,192
